Original Url,Similar Urls
https://infonet.fr/actualite/levees-de-fonds/financement-hall-u-need-bpifrance-picardie-investissement/,"['https://infonet.fr/actualite/general/entrepot-atypique-lille/', 'https://infonet.fr/actualite/entrepreneuriat/playground-paris-saclay-inauguration/', 'https://infonet.fr/actualite/general/fouquets-ouvre-un-nouvel-etablissement-a-dubai/', 'https://infonet.fr/actualite/nouveautes/dismiic-reseau-social-emergent/', 'https://infonet.fr/actualite/entrepreneuriat/next40-ft120-edition-2022-ouverte/']"
https://infonet.fr/actualite/levees-de-fonds/hero-levee-de-fonds/,"['https://infonet.fr/actualite/levees-de-fonds/pennylane-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-mirakl/', 'https://infonet.fr/actualite/levees-de-fonds/4m-euro-rollee-facilite-lacces-au-financement-des-independants/', 'https://infonet.fr/actualite/levees-de-fonds/anywaves-second-financement-spatial/', 'https://infonet.fr/actualite/levees-de-fonds/clubfunding-levee-de-fonds/']"
https://infonet.fr/actualite/entrepreneuriat/talents-des-cites-edition-2024-appel-candidatures/,"['https://infonet.fr/actualite/evenements/evenement-talents-des-cites-recapitulatif/', 'https://infonet.fr/actualite/entrepreneuriat/talent-des-cites-lancement-de-la-20eme-edition-du-concours/', 'https://infonet.fr/actualite/entrepreneuriat/prix-creation-paris-appel-a-projets/', 'https://infonet.fr/actualite/entrepreneuriat/candidatures-ouvertes-programme-alimentation-durable/', 'https://infonet.fr/actualite/entrepreneuriat/iot-creative-challenge-citc/']"
https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-oss-ventures/,"['https://infonet.fr/actualite/levees-de-fonds/tour-de-table-teamstarter/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pour-veragrow/', 'https://infonet.fr/actualite/levees-de-fonds/hexa-levee-de-fonds/', 'https://infonet.fr/actualite/entrepreneuriat/programme-incubateur-start-up/', 'https://infonet.fr/actualite/levees-de-fonds/mytroc-boucle-une-levee-de-fonds-dun-million-deuros/']"
https://infonet.fr/actualite/levees-de-fonds/deuxieme-financement-materrup-ciment/,"['https://infonet.fr/actualite/levees-de-fonds/kinvent-tour-de-table/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-finovox-2024/', 'https://infonet.fr/actualite/levees-de-fonds/plateforme-francaise-alkemics-leve-21-millions-deuros/', 'https://infonet.fr/actualite/entrepreneuriat/premiere-usine-seconde-releve-2024/', 'https://infonet.fr/actualite/levees-de-fonds/financement-outsight-lidar/']"
https://infonet.fr/actualite/levees-de-fonds/nouveau-financement-pour-caats/,"['https://infonet.fr/actualite/levees-de-fonds/financement-madeinvote-2023/', 'https://infonet.fr/actualite/levees-de-fonds/pledger-obtient-son-premier-financement/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-episto-2023/', 'https://infonet.fr/actualite/levees-de-fonds/odace-collecte-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/yomoni-solutions-epargne-topur-de-table/']"
https://infonet.fr/actualite/levees-de-fonds/epresspack-deuxieme-levee-de-fonds/,"['https://infonet.fr/actualite/levees-de-fonds/financement-aqemia-recherche-medicaments/', 'https://infonet.fr/actualite/levees-de-fonds/anywaves-second-financement-spatial/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-finovox-2024/', 'https://infonet.fr/actualite/levees-de-fonds/troisieme-tour-de-table-gleamer/', 'https://infonet.fr/actualite/levees-de-fonds/evaneos-levee-de-fonds/']"
https://infonet.fr/actualite/levees-de-fonds/ramify-tour-de-table/,"['https://infonet.fr/actualite/levees-de-fonds/ligerio-premiere-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/javelot-surveillance-cereales/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-350000-euros-igonogo/', 'https://infonet.fr/actualite/levees-de-fonds/42dot-leve-885-millions-de-dollars-pour-deployer-son-projet/', 'https://infonet.fr/actualite/levees-de-fonds/kaliz-solution-multi-proprietaires/']"
https://infonet.fr/actualite/levees-de-fonds/movivolt-nouveau-financement/,"['https://infonet.fr/actualite/levees-de-fonds/recharge-vehicules-electriques-load-stations-financement/', 'https://infonet.fr/actualite/levees-de-fonds/financement-novaborne-bornes-de-recharge/', 'https://infonet.fr/actualite/acquisitions/bump-banque-territoires-100-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/jabi-boucle-un-tour-de-table/', 'https://infonet.fr/actualite/levees-de-fonds/scop3-boucle-un-tour-de-table/']"
https://infonet.fr/actualite/levees-de-fonds/financement-novaborne-bornes-de-recharge/,"['https://infonet.fr/actualite/acquisitions/bump-banque-territoires-100-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/nouveau-tour-de-table-driveco/', 'https://infonet.fr/actualite/levees-de-fonds/recharge-vehicules-electriques-load-stations-financement/', 'https://infonet.fr/actualite/levees-de-fonds/electra-tour-de-table/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-ademus-moto-electrique/']"
https://infonet.fr/actualite/entrepreneuriat/appel-projets-grande-cause-nationale/,"['https://infonet.fr/actualite/entrepreneuriat/sofiproteol-ferme-digital-premier-appel-projets/', 'https://infonet.fr/actualite/levees-de-fonds/abelio-collecte-500-000-euros/', 'https://infonet.fr/actualite/entrepreneuriat/totalenergies-appel-a-candidatures/', 'https://infonet.fr/actualite/levees-de-fonds/husprey-data-levee-de-fonds/', 'https://infonet.fr/actualite/entrepreneuriat/concours-handitech-startups/']"
https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-yeswehack/,"['https://infonet.fr/actualite/levees-de-fonds/onafis-nouveau-financement/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-susu/', 'https://infonet.fr/actualite/levees-de-fonds/financement-outsight-lidar/', 'https://infonet.fr/actualite/focus/licornes-francaises-le-nouvel-atout-de-la-start-up-nation/', 'https://infonet.fr/actualite/levees-de-fonds/encaps-levee-de-fonds/']"
https://infonet.fr/actualite/levees-de-fonds/wagram-food-service-deploiement-marques-france-international/,"['https://infonet.fr/actualite/acquisitions/le-sante-au-coeur-dune-alliance-prometteuse-en-france/', 'https://infonet.fr/actualite/acquisitions/sigfox-se-fait-racheter-par-la-startup-unabiz/', 'https://infonet.fr/actualite/entrepreneuriat/next-french-healthcare-octobre-business-france-emmenera-13-nouvelles-startup-francaises-e-amerique-du-nord/', 'https://infonet.fr/actualite/acquisitions/bpifrance-obtient-parts-elis/', 'https://infonet.fr/actualite/entrepreneuriat/projet-financement-sista-entrepreneures/']"
https://infonet.fr/actualite/levees-de-fonds/onafis-nouveau-financement/,"['https://infonet.fr/actualite/levees-de-fonds/mistral-ai-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/certideal-tour-de-table-15-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/mipsie-obtient-un-troisieme-financement/', 'https://infonet.fr/actualite/levees-de-fonds/planity-leve-45-millions-deuros/', 'https://infonet.fr/actualite/levees-de-fonds/batteries-lithium-voltr-levee-de-fonds/']"
https://infonet.fr/actualite/acquisitions/auchan-reconomia-offre-produits-reconditionnes/,"['https://infonet.fr/actualite/acquisitions/gestion-circulaire-youzd-vertbaudet/', 'https://infonet.fr/actualite/entrepreneuriat/accountech-programme-innest-gagnants/', 'https://infonet.fr/actualite/acquisitions/smartphones-reconditionnes-partenariat-recommerce-leasi/', 'https://infonet.fr/actualite/acquisitions/recommerce-rachete-deux-autres-start-up/', 'https://infonet.fr/actualite/nouveautes/startup-veertus-reinvente-experience-shopping-magasin-apres-coronavirus/']"
https://infonet.fr/actualite/acquisitions/rachat-de-bereal-par-voodoo/,"['https://infonet.fr/actualite/levees-de-fonds/nouvelle-levee-de-fonds-pour-homa-games-et-ses-jeux-sur-mobile/', 'https://infonet.fr/actualite/levees-de-fonds/jeux-mobiles-supercosi-leve-2-millions-deuros/', 'https://infonet.fr/actualite/acquisitions/voodoo-rachete-beach-bum-et-projette-de-se-diversifier/', 'https://infonet.fr/actualite/levees-de-fonds/vinidaily-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/pixmania-relance-levee-de-fonds/']"
https://infonet.fr/actualite/levees-de-fonds/mistral-ai-levee-de-fonds/,"['https://infonet.fr/actualite/levees-de-fonds/previsionio-leve-6-millions-deuros/', 'https://infonet.fr/actualite/levees-de-fonds/nectargo-nouveau-financement/', 'https://infonet.fr/actualite/levees-de-fonds/la-start-up-francaise-garantme-leve-4-millions-deuros/', 'https://infonet.fr/actualite/levees-de-fonds/anozr-way-financement-2024/', 'https://infonet.fr/actualite/levees-de-fonds/greenerwave-collecte-de-fonds/']"
https://infonet.fr/actualite/levees-de-fonds/gaya-campagne-financement-et-soutien-des-investisseurs/,"['https://infonet.fr/actualite/levees-de-fonds/entreprise-angell-mobility-financement/', 'https://infonet.fr/actualite/levees-de-fonds/f-reg-leve-2-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/financement-entreprise-gaya-velos-electriques/', 'https://infonet.fr/actualite/levees-de-fonds/gaya-financement/', 'https://infonet.fr/actualite/levees-de-fonds/collecte-nimblbot-deux-millions-euros/']"
https://infonet.fr/actualite/entrepreneuriat/technopole-aube-champagne-incubateur/,"['https://infonet.fr/actualite/entrepreneuriat/appel-candidatures-concours-innovation-outre-mer/', 'https://infonet.fr/actualite/entrepreneuriat/off7-accelerateur-startups-appel-candidatures/', 'https://infonet.fr/actualite/entrepreneuriat/cci-paris-et-french-tech-appel-candidatures/', 'https://infonet.fr/actualite/entrepreneuriat/prochaine-promotion-osv-startup-program/', 'https://infonet.fr/actualite/levees-de-fonds/appel-candidatures-incubateur-artois/']"
https://infonet.fr/actualite/levees-de-fonds/plateforme-dealt-levee-de-fonds/,"['https://infonet.fr/actualite/nouveautes/lancement-tapcarte-2023/', 'https://infonet.fr/actualite/levees-de-fonds/20-millions-euros-tour-de-table-glopal/', 'https://infonet.fr/actualite/levees-de-fonds/showplace-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/sline-plateforme-saas-financement/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-faume/']"
https://infonet.fr/actualite/levees-de-fonds/showplace-levee-de-fonds/,"['https://infonet.fr/actualite/levees-de-fonds/tour-de-table-faume/', 'https://infonet.fr/actualite/levees-de-fonds/sline-plateforme-saas-financement/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-wiink/', 'https://infonet.fr/actualite/levees-de-fonds/plateforme-dealt-levee-de-fonds/', 'https://infonet.fr/actualite/nouveautes/lancement-tapcarte-2023/']"
https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-continuity/,"['https://infonet.fr/actualite/levees-de-fonds/spayr-premier-financement/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-obvy-transactions/', 'https://infonet.fr/actualite/levees-de-fonds/financement-pour-centiloc/', 'https://infonet.fr/actualite/levees-de-fonds/purenat-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pour-veragrow/']"
https://infonet.fr/actualite/levees-de-fonds/viti-tunnel-model-financement-par-demeter/,"['https://infonet.fr/actualite/levees-de-fonds/wplatform-investissement/', 'https://infonet.fr/actualite/levees-de-fonds/f-reg-leve-2-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/payote-leve-2-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/collecte-nimblbot-deux-millions-euros/', 'https://infonet.fr/actualite/levees-de-fonds/healthtech-neurinnov-leve-5-millions-deuros/']"
https://infonet.fr/actualite/levees-de-fonds/hipli-levee-de-fonds/,"['https://infonet.fr/actualite/levees-de-fonds/tour-de-table-beeldi/', 'https://infonet.fr/actualite/levees-de-fonds/financement-startup-livmeds/', 'https://infonet.fr/actualite/levees-de-fonds/financement-pickme-livraison-colis/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-carton-vert/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-ademus-moto-electrique/']"
https://infonet.fr/actualite/levees-de-fonds/premiere-levee-de-fonds-pour-fullwhere/,"['https://infonet.fr/actualite/levees-de-fonds/goflint-levee-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/financement-kenko-2023/', 'https://infonet.fr/actualite/levees-de-fonds/livemeup-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-obvy-transactions/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-algama/']"
https://infonet.fr/actualite/levees-de-fonds/biophta-financement-amorcage/,"['https://infonet.fr/actualite/levees-de-fonds/nouveau-financement-pour-sensorion/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-biomadvanced-diagnostics/', 'https://infonet.fr/actualite/levees-de-fonds/medtech-regenlife-leve-3-millions-deuros/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-startup-francaise-funcell/', 'https://infonet.fr/actualite/levees-de-fonds/4m-euro-rollee-facilite-lacces-au-financement-des-independants/']"
https://infonet.fr/actualite/levees-de-fonds/campagne-financement-daan-tech/,"['https://infonet.fr/actualite/levees-de-fonds/adial-ouvre-son-capital-pour-exporter-ses-distributeurs/', 'https://infonet.fr/actualite/acquisitions/ocode-dubreuil/', 'https://infonet.fr/actualite/levees-de-fonds/woodtechno-financement-granules-bois/', 'https://infonet.fr/actualite/entrepreneuriat/french-tech-agri20-ouverture-appel-a-candidatures/', 'https://infonet.fr/actualite/levees-de-fonds/provectio-levee-de-fonds/']"
https://infonet.fr/actualite/levees-de-fonds/sopht-nouveau-tour-de-table/,"['https://infonet.fr/actualite/levees-de-fonds/sante-la-start-up-mysofie-leve-42-millions-deuros/', 'https://infonet.fr/actualite/levees-de-fonds/20-millions-euros-tour-de-table-glopal/', 'https://infonet.fr/actualite/levees-de-fonds/la-neoassurance-leocare-leve-22-millions-deuros/', 'https://infonet.fr/actualite/levees-de-fonds/900care-financement/', 'https://infonet.fr/actualite/levees-de-fonds/libeo-leve-20-millions-deuros-la-startup-inarretable/']"
https://infonet.fr/actualite/levees-de-fonds/nova-carbon-levee-de-fonds/,"['https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pour-veragrow/', 'https://infonet.fr/actualite/levees-de-fonds/un-financement-de-10-millions-euro-pour-surfactgreen/', 'https://infonet.fr/actualite/levees-de-fonds/startup-premiere-levee-fonds-okarito/', 'https://infonet.fr/actualite/levees-de-fonds/premier-financement-xperience-immo/', 'https://infonet.fr/actualite/levees-de-fonds/genevos-collecte-de-fonds/']"
https://infonet.fr/actualite/levees-de-fonds/tour-de-table-finovox-2024/,"['https://infonet.fr/actualite/levees-de-fonds/albert-premier-financement/', 'https://infonet.fr/actualite/levees-de-fonds/swish-financement-2023/', 'https://infonet.fr/actualite/levees-de-fonds/moneytrack-financement-tiers-payant/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-tenacy/', 'https://infonet.fr/actualite/levees-de-fonds/epresspack-deuxieme-levee-de-fonds/']"
https://infonet.fr/actualite/evenements/west-web-festival-carhaix-dixieme-edition/,"['https://infonet.fr/actualite/evenements/candidatures-ouvertes-tedxsaclay-entrepreneurs/', 'https://infonet.fr/actualite/entrepreneuriat/appel-a-candidatures-corquons-innovation/', 'https://infonet.fr/actualite/entrepreneuriat/talent-des-cites-lancement-de-la-20eme-edition-du-concours/', 'https://infonet.fr/actualite/evenements/start-up-week-end-grenoble-2023/', 'https://infonet.fr/actualite/entrepreneuriat/appel-a-projets-jeunes-createurs-entreprise/']"
https://infonet.fr/actualite/levees-de-fonds/imagino-boucle-une-levee-de-fonds-de-seriea/,"['https://infonet.fr/actualite/levees-de-fonds/financement-outsight-lidar/', 'https://infonet.fr/actualite/levees-de-fonds/mozzaik365-tour-de-table/', 'https://infonet.fr/actualite/levees-de-fonds/nouveau-financement-pour-equium/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-asphalte/', 'https://infonet.fr/actualite/levees-de-fonds/startup-french-bloom-tour-de-table/']"
https://infonet.fr/actualite/entrepreneuriat/concours-jeunes-entreprises-made-in-92/,"['https://infonet.fr/actualite/entrepreneuriat/enedis-4eme-edition-du-concours-start-up/', 'https://infonet.fr/actualite/entrepreneuriat/concours-bpifrance-chercheurs/', 'https://infonet.fr/actualite/entrepreneuriat/prix-nextinnov-le-concours-des-start-up-btob/', 'https://infonet.fr/actualite/entrepreneuriat/enedis-les-laureats-de-son-concours-start-up-reveles/', 'https://infonet.fr/actualite/entrepreneuriat/foodtech-festival-nantes-concours-pour-les-startups/']"
https://infonet.fr/actualite/levees-de-fonds/vizcab-complete-son-financement/,"['https://infonet.fr/actualite/levees-de-fonds/nouveau-financement-pour-sensorion/', 'https://infonet.fr/actualite/levees-de-fonds/nouveau-tour-de-table-pour-hiboo/', 'https://infonet.fr/actualite/levees-de-fonds/silvr-leve-des-fonds-en-revenue-based-financing/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-chargepoly-investissement-deploiement/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-startup-francaise-funcell/']"
https://infonet.fr/actualite/acquisitions/traace-rachetee-par-tennaxia/,"['https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pandobac-2023/', 'https://infonet.fr/actualite/levees-de-fonds/collectif-sista-cloture-fonds-capital-risque/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-wandercraft-exosquelette/', 'https://infonet.fr/actualite/levees-de-fonds/mablink-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pour-request/']"
https://infonet.fr/actualite/focus/entreprise-strategie-inflation-conseil-expert/,"['https://infonet.fr/actualite/focus/optimisation-tresorerie-entreprises/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-2-millions-euros-reflect/', 'https://infonet.fr/actualite/focus/strategie-d-onboarding/', 'https://infonet.fr/actualite/focus/rentree-professionnelle-2023/', 'https://infonet.fr/actualite/focus/rechercher-des-associes-entreprise/']"
https://infonet.fr/actualite/levees-de-fonds/premier-tour-de-table-pour-livearts/,"['https://infonet.fr/actualite/levees-de-fonds/sportyneo-tour-de-table/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-carbookr/', 'https://infonet.fr/actualite/levees-de-fonds/tour-de-table-teamstarter/', 'https://infonet.fr/actualite/levees-de-fonds/financement-fizyou-bien-etre-travail/', 'https://infonet.fr/actualite/levees-de-fonds/preya-cherche-un-financement/']"
https://infonet.fr/actualite/levees-de-fonds/comin-plateforme-vtc-financement/,"['https://infonet.fr/actualite/nouveautes/vazy-lapplication-qui-promeut-les-deplacements-ecoresponsables/', 'https://infonet.fr/actualite/levees-de-fonds/financement-participatif-sailcoop/', 'https://infonet.fr/actualite/levees-de-fonds/financement-tchao-tchao/', 'https://infonet.fr/actualite/acquisitions/erable-rachete-we-do-good/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-startup-lyzi/']"
https://infonet.fr/actualite/acquisitions/winetech-les-grappes-rachete-vins-etonnants/,"['https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-dun-million-deuros-pour-intercellar/', 'https://infonet.fr/actualite/acquisitions/auchan-reconomia-offre-produits-reconditionnes/', 'https://infonet.fr/actualite/acquisitions/groupe-positive-achete-signitic/', 'https://infonet.fr/actualite/acquisitions/cheque-dejeuner-le-groupe-up-achete-la-start-up-leeto/', 'https://infonet.fr/actualite/levees-de-fonds/oro-application-b2b-financement/']"
https://infonet.fr/actualite/levees-de-fonds/tour-de-table-therasonic/,"['https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pour-veragrow/', 'https://infonet.fr/actualite/levees-de-fonds/pennylane-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/moneytrack-financement-tiers-payant/', 'https://infonet.fr/actualite/levees-de-fonds/wethenew-specialiste-sneakers-mode/', 'https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-pandobac-2023/']"
https://infonet.fr/actualite/levees-de-fonds/versailles-grand-parc-incubateur/,"['https://infonet.fr/actualite/entrepreneuriat/accompagnement-entrepreneurs-image-media/', 'https://infonet.fr/actualite/entrepreneuriat/appel-candidatures-programme-passerelles/', 'https://infonet.fr/actualite/entrepreneuriat/nouveau-programme-accompagnement-startups/', 'https://infonet.fr/actualite/entrepreneuriat/candidatures-ouvertes-programme-boost/', 'https://infonet.fr/actualite/entrepreneuriat/programme-acceleration-startup-appel-a-candidatures/']"
https://infonet.fr/actualite/levees-de-fonds/levee-de-fonds-ademus-moto-electrique/,"['https://infonet.fr/actualite/levees-de-fonds/financement-entreprise-gaya-velos-electriques/', 'https://infonet.fr/actualite/levees-de-fonds/gaya-financement/', 'https://infonet.fr/actualite/levees-de-fonds/vinidaily-levee-de-fonds/', 'https://infonet.fr/actualite/levees-de-fonds/hydratis-tour-de-table/', 'https://infonet.fr/actualite/levees-de-fonds/financement-novaborne-bornes-de-recharge/']"
